,name,price,address,lease_type,house_type,lease_start_year,district_code,near_stat,near_stat_mins,bdrm,bath,sqm,sqft
3389,4 Bed Condo in Hana,26000.0,8 Tomlinson Rd ,Lease_99,HDB,2013,10,,-1,4,4,328.04,3531
3390,1 Bed Condo in Parc Botannia,2799.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,1,1,47.01,506
3391,2 Bed Condo in The Lilium,4500.0,31 How Sun Rd ,Freehold,Condominium,2022,19,,-1,2,2,65.96,710
3392,3 Bed Condo in Northoaks,4000.0,20 Woodlands Cres ,Lease_99,Condominium,2000,25,,-1,3,3,116.13,1250
3393,1 Bed Condo in Sennett Residence,3400.0,35 Pheng Geck Ave ,Lease_99,Condominium,2016,13,Potong Pasir,0,1,1,,592
3394,3 Bed Condo in Alba,12500.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,3,4,176.98,1905
3395,2 Bed Condo in Marina One Residences,7500.0,23 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,2,2,,1141
3396,2 Bed Condo in Park Place Residences at Plq,4900.0,8 Paya Lebar Rd ,Lease_99,Condominium,2020,14,Paya Lebar,2,2,2,61.97,667
3397,1 Bed Condo in Seastrand,2950.0,17 Pasir Ris Link ,Lease_99,Condominium,2014,18,,-1,1,1,52.95,570
3398,3 Bed Condo in Lotus @ Joo Chiat,6490.0,89 Joo Chiat Pl ,Freehold,Unknown,0,15,,-1,3,2,157.94,1700
3399,1 Bed Condo in Bijou,3600.0,2 Jln Mat Jambol ,Freehold,Condominium,2018,5,Pasir Panjang,1,1,1,47.01,506
3400,2 Bed Condo in Seaside Residences,4800.0,12 Siglap Link ,Lease_99,Condominium,2021,15,,-1,2,2,73.02,786
3401,2 Bed Condo in Marina One Residences,7500.0,23 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,2,2,103.96,1119
3402,4 Bed Condo in Skypark,23000.0,22 St. Thomas Walk ,Freehold,HDB,2010,9,Somerset,5,4,4,310.95,3347
3403,3 Bed Condo in 10 Surrey Road,3800.0,10 Surrey Rd ,Freehold,HDB,1993,11,Novena,6,3,3,130.06,1400
3404,4 Bed Condo in Laguna Green,6000.0,20 Jln Hajijah ,Lease_99,Condominium,1998,16,,-1,4,3,204.01,2196
3405,Studio House on Parry Avenue,8888.0, Parry Ave ,Unknown,Unknown,0,19,,-1,,1,445.93,4800
3406,2 Bed Condo in Park Colonial,3900.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,56.02,603
3407,2 Bed Condo in Whistler Grand,4800.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,2,2,70.98,764
3408,1 Bed Condo in Whistler Grand,3500.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,1,1,40.97,441
3409,6 Bed House on Braddell Heights Estate,24000.0, Sundridge Pk Rd ,Freehold,Good_Class_Bungalow,2011,13,,-1,6,7,668.9,7200
3410,1 Bed Condo in Parc Botannia,2700.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,1,1,39.02,420
3411,2 Bed Condo in River Place,5500.0,60 Havelock Rd ,Lease_99,Condominium,2000,3,,-1,2,2,120.03,1292
3412,4 Room HDB in 147 Bishan Street 11,3500.0,None,Lease_99,HDB,1987,0,,-1,3,2,83.98,904
3413,5 Bed House on Grove Residence,13800.0, Grove Dr ,Freehold,Unknown,2014,10,Dover,10,5,6,366.6,3946
3414,2 Bed HDB in 105 Henderson Crescent,2500.0,None,Unknown,HDB,1975,0,,-1,2,1,65.03,700
3415,3 Bed Condo in Emery Point,6000.0,18 Ipoh Lane ,Freehold,Condominium,2005,15,,-1,3,3,,1324
3416,2 Bed Condo in Up @ Robertson Quay,5600.0,92 Robertson Quay ,Lease_99,Condominium,2016,9,,-1,2,2,90.95,979
3417,3 Bed Condo in Park Colonial,5500.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,3,100.99,1087
3418,2 Bed Condo in Centro Residences,4700.0,59 Ang Mo Kio Ave 8 ,Lease_99,Condominium,2014,20,Ang Mo Kio,1,2,2,134.9,1452
3419,7 Bed House on Sandy Island,35000.0, Sandy Island ,Lease_99,Good_Class_Bungalow,2011,4,,-1,7,7,699.84,7533
3420,3 Bed Condo in Gambir Ridge,4500.0,16 Gambir Walk ,Freehold,Condominium,2015,19,,-1,3,3,84.91,914
3421,3 Room HDB in 123B Rivervale Drive,3200.0,None,Lease_99,HDB,1999,0,Kangkar,3,3,2,,1550
3422,1 Bed Condo in The Rochester Residences,4300.0,33 Rochester Dr ,Lease_99,HDB,2011,5,Buona Vista,3,1,1,81.01,872
3423,2 Bed Condo in Park Infinia @ Wee Nam,5800.0,2 Lincoln Rd ,Freehold,Condominium,2008,11,,-1,2,2,92.9,1000
3424,2 Bed Condo in The Rochester Residences,6000.0,33 Rochester Dr ,Lease_99,HDB,2011,5,Buona Vista,3,2,2,112.97,1216
3425,4 Bed Condo in Hana,26000.0,8 Tomlinson Rd ,Lease_99,HDB,2013,10,,-1,4,5,328.04,3531
3426,4 Bed Condo in The Colonnade,21000.0,82 Grange Rd ,Freehold,Condominium,1986,10,,-1,4,3,370.87,3992
3427,1 Bed Condo in Lucida,3200.0,2 Suffolk Rd ,Freehold,HDB,2011,11,,-1,1,1,57.97,624
3428,3 Bed Condo in Ferrell Residences,9000.0,327 Bt Timah Rd ,Freehold,Condominium,2013,10,,-1,3,3,171.03,1841
3429,3 Room HDB in 570 Ang Mo Kio Avenue 3,3000.0,None,Lease_99,HDB,1979,0,,-1,2,2,66.98,721
3430,3 Room HDB in 220 Ang Mo Kio Avenue 1,338888.0,None,Lease_99,HDB,1977,0,,-1,2,2,66.98,721
3431,3 Room HDB in 978D Buangkok Crescent,488888.0,None,Lease_99,HDB,2003,0,,-1,3,2,89.93,968
3432,3 Room HDB in 24 Marsiling Drive,399000.0,None,Lease_99,HDB,1977,0,,-1,3,2,92.9,1000
3433,3 Room HDB in 432 Ang Mo Kio Avenue 10,397000.0,None,Lease_99,HDB,1979,0,Ang Mo Kio,6,2,2,66.98,721
3434,5 Room HDB in 102 Ang Mo Kio Avenue 3,830000.0,None,Lease_99,HDB,1993,0,,-1,4,2,,1367
3435,5 Room HDB in 134 Rivervale Street,650000.0,None,Lease_99,HDB,1999,0,Bakau,0,2,2,120.96,1302
3436,4 Room HDB in 207 Serangoon Central,530000.0,None,Lease_99,HDB,1986,0,,-1,3,2,82.96,893
3437,5 Room HDB in 783A Woodlands Rise,612888.0,None,Lease_99,HDB,99,0,,-1,3,2,112.97,1216
3438,Exec HDB in 128 Marsiling Rise,868000.0,None,Lease_99,HDB,1995,0,Marsiling,10,6,2,172.89,1861
3439,5 Room HDB in 172 Bukit Batok West Avenue 8,599000.0,None,Lease_99,HDB,1985,0,,-1,3,2,138.98,1496
3440,3 Room HDB in 4B Boon Tiong Road,860000.0,None,Lease_99,HDB,2005,0,,-1,3,2,99.96,1076
3441,3 Room HDB in 813 Jellicoe Road,810000.0,None,Lease_99,HDB,2003,0,Lavender,1,3,2,90.95,979
3442,4 Room HDB in 472C Fernvale Street,608888.0,None,Lease_99,HDB,2016,0,Kupang,2,3,2,,1001
3443,5 Room HDB in 443C Fajar Road,635000.0,None,Lease_99,HDB,2016,0,Bangkit,4,3,2,112.97,1216
3444,4 Room HDB in 932B Hougang Avenue 9,620000.0,None,Lease_99,HDB,2017,0,,-1,3,2,91.97,990
3445,Exec HDB in 164 Bukit Batok Street 11,1050000.0,None,Lease_99,HDB,1984,0,,-1,4,4,145.95,1571
3446,4 Room HDB in 38B Bendemeer Road,768000.0,None,Lease_99,HDB,2012,0,,-1,3,2,,958
3447,3 Room HDB in 7 Jalan Bukit Merah,430000.0,None,Lease_99,HDB,1990,0,,-1,2,2,67.91,731
3448,3 Room HDB in 77 Lorong Limau,330000.0,None,Lease_99,HDB,1973,0,,-1,2,1,58.99,635
3449,3 Room HDB in 177 Toa Payoh Central,388000.0,None,Lease_99,HDB,1972,0,Toa Payoh,2,2,1,66.98,721
3450,Exec HDB in 316B Anchorvale Link,720000.0,None,Lease_99,HDB,2003,0,Farmway,6,3,2,124.95,1345
3451,5 Room HDB in 310A Anchorvale Road,588000.0,None,Lease_99,HDB,2003,0,Tongkang,3,3,2,112.97,1216
3452,5 Room HDB in 12 Dover Close East,850000.0,None,Lease_99,HDB,1978,0,,-1,3,2,116.96,1259
3453,4 Room HDB in 913 Hougang Street 91,500000.0,None,Lease_99,HDB,1997,0,,-1,3,2,99.96,1076
3454,3 Room HDB in 321 Sembawang Close,600000.0,None,Unknown,HDB,1999,0,Sembawang,5,3,2,122.91,1323
3455,2 Room HDB in 32 Ghim Moh Link,720000.0,None,Lease_99,HDB,99,0,,-1,2,2,,732
3456,4 Room HDB in 70C Telok Blangah Heights,823000.0,None,Lease_99,HDB,2017,0,,-1,3,2,92.9,1000
3457,3 Room HDB in 98 Lorong 1 Toa Payoh,450000.0,None,Lease_99,HDB,1970,0,Braddell,5,3,2,78.04,840
3458,4 Room HDB in 333A Yishun Street 31,508000.0,None,Lease_99,HDB,2015,0,,-1,3,2,91.88,989
3459,4 Room HDB in 129 Kim Tian Road,580000.0,None,Lease_99,HDB,1976,0,,-1,3,2,87.98,947
3460,Exec HDB in 122 Bukit Batok Central,848000.0,None,Lease_99,HDB,1985,0,Bukit Batok,6,3,3,154.96,1668
3461,4 Room HDB in 105 Jalan Rajah,1050000.0,None,Lease_99,HDB,1984,0,,-1,4,3,153.94,1657
3462,4 Room HDB in 365B Upper Serangoon Road,750000.0,None,Lease_99,HDB,99,0,,-1,3,2,92.9,1000
3463,4 Room HDB in 104A Canberra Street,608000.0,None,Lease_99,HDB,2018,0,,-1,3,2,,1001
3464,4 Room HDB in 311 Yishun Ring Road,468000.0,None,Unknown,HDB,1987,0,,-1,3,2,102.94,1108
3465,3 Bed House on Jalan Kayu Estate,3500.0,  ,Lease_99,Terraced_House,999,28,Thanggam,4,3,1,148.64,1600
3466,4 Bed Condo in Hana,29000.0,8 Tomlinson Rd ,Lease_99,HDB,2013,10,,-1,4,4,328.04,3531
3467,1 Bed Condo in Stirling Residences,3355.0,21 Stirling Rd ,Lease_99,HDB,2022,3,,-1,1,1,40.97,441
3468,2 Bed Condo in Stirling Residences,4355.0,21 Stirling Rd ,Lease_99,HDB,2022,3,,-1,2,1,57.97,624
3469,3 Bed Condo in Sunflower Court,3799.0,30 Lor 6 Geylang ,Freehold,Condominium,2001,14,,-1,3,3,97.55,1050
3470,1 Bed Condo in Mandale Heights,3000.0,45 Mandalay Rd ,Freehold,HDB,2004,11,,-1,1,1,53.7,578
3471,4 Bed Condo in Nassim Ville,13800.0,11 Nassim Rd ,Freehold,HDB,2015,10,,-1,4,4,204.39,2200
3472,1 Bed Condo in D'leedon,3300.0,15 Leedon Hts ,Lease_99,Condominium,2015,10,,-1,1,1,58.99,635
3473,2 Bed Condo in Stirling Residences,4800.0,21 Stirling Rd ,Lease_99,HDB,2022,3,,-1,2,2,64.01,689
3474,4 Bed Condo in Alba,14000.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,4,4,213.96,2303
3475,2 Bed HDB in 263 Waterloo Street,2900.0,None,Lease_99,HDB,1978,0,Bras Basah,3,2,1,65.03,700
3476,2 Bed Condo in Park Colonial,5000.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,61.97,667
3477,3 Bed Condo in Alba,12500.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,3,4,176.98,1905
3478,5 Bed House on Hong Leong Garden,10500.0, West Coast Rise ,Unknown,Unknown,956,5,,-1,5,4,353.03,3800
3479,1 Bed Condo in Park Colonial,3200.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,1,1,43.01,463
3480,5 Bed House on Bedok Ria,13500.0, Jln Nipah ,Freehold,Unknown,1993,16,,-1,5,4,517.47,5570
3481,6 Bed House on Toh Estate,14500.0, Toh Hts ,Freehold,Good_Class_Bungalow,2013,17,,-1,6,5,712.57,7670
3482,2 Bed Condo in Coco Palms,3900.0,21 Pasir Ris Grove ,Lease_99,Condominium,2019,18,Pasir Ris,5,2,2,69.03,743
3483,1 Bed Condo in Parc Botannia,3000.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,1,1,40.04,431
3484,5 Bed House on Bedok Ria,13500.0, Jln Nipah ,Freehold,Unknown,1993,16,,-1,5,6,517.47,5570
3485,6 Bed House on Toh Estate,14500.0, Toh Hts ,Freehold,Good_Class_Bungalow,2013,17,,-1,6,7,712.57,7670
3486,3 Bed House on Seletar Hills Drive,4500.0, Seletar Hills Dr ,Unknown,Unknown,0,28,,-1,3,2,204.39,2200
3487,3 Bed Condo in The Lakeshore,5000.0,33 Jurong West St 41 ,Lease_99,Condominium,2008,22,Lakeside,4,3,3,,1184
3488,3 Bed Condo in The Lakeshore,5200.0,29 Jurong West St 41 ,Lease_99,Condominium,2008,22,Lakeside,4,3,3,103.03,1109
3489,4 Bed Condo in Park Colonial,7800.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,4,4,130.99,1410
3490,2 Bed Condo in Botanique At Bartley,3600.0,239 Upp Paya Lebar Rd ,Lease_99,Condominium,2019,19,Bartley,4,2,1,61.04,657
3491,3 Bed Condo in Haig Apartments,6000.0,185 Haig Rd ,Freehold,HDB,1991,15,,-1,3,2,188.96,2034
3492,4 Bed Condo in Ardmore Residence,37000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,4,295.9,3185
3493,3 Bed Condo in Park Place Residences at Plq,5400.0,2 Paya Lebar Rd ,Lease_99,Condominium,2020,14,Paya Lebar,2,3,2,99.96,1076
3494,1 Bed HDB in 34 Jalan Bahagia,950.0,None,Lease_99,HDB,1970,0,,-1,1,1,13.94,150
3495,1 Bed HDB in 504 Woodlands Drive 14,850.0,None,Lease_99,HDB,1999,0,,-1,1,1,13.94,150
3496,1 Bed HDB in 662D Jurong West Street 64,850.0,None,Unknown,HDB,2001,0,Boon Lay,3,1,1,13.94,150
3497,2 Bed HDB in 467A Fernvale Link,1000.0,None,Lease_99,HDB,2016,0,,-1,2,1,13.94,150
3498,5 Bed House on Lornie Road,14500.0, Lornie Rd ,Unknown,Cluster_House,0,11,,-1,5,6,442.03,4758
3499,2 Bed HDB in 105 Bukit Purmei Road,2800.0,None,Lease_99,HDB,1983,0,,-1,2,2,66.98,721
3500,Studio Condo in North Park Residences,2600.0,15 Yishun Ctrl 1 ,Lease_99,Unknown,0,27,Yishun,3,,1,40.04,431
3501,1 Bed Condo in Park Colonial,3200.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,1,1,43.01,463
3502,3 Bed Condo in Seaside Residences,6500.0,10 Siglap Link ,Lease_99,HDB,2021,15,,-1,3,3,95.04,1023
3503,1 Bed Condo in Eight Courtyards,2500.0,12 Canberra Dr ,Lease_99,Condominium,2014,27,,-1,1,1,41.99,452
3504,1 Bed Condo in The Clift,4900.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,1,1,74.04,797
3505,3 Bed Condo in The Waterside,9800.0,1 Tg Rhu Rd ,Freehold,Condominium,1993,15,,-1,3,4,198.91,2141
3506,5 Bed House on Sembawang Square Estate,5200.0, Sembawang Rd ,Freehold,Unknown,1997,27,,-1,5,3,260.13,2800
3507,2 Bed Condo in Beacon Heights,4500.0,8 Mar Thoma Rd ,Lease_99,HDB,2012,12,,-1,2,2,86.03,926
3508,5 Bed Condo in The Claymore,28000.0,27 Claymore Rd ,Freehold,Condominium,1985,9,Orchard,6,5,4,456.99,4919
3509,2 Bed Condo in J Gateway,4500.0,2 Gateway Dr ,Lease_99,Condominium,2017,22,Jurong East,2,2,2,62.99,678
3510,3 Bed HDB in 621 Jurong West Street 65,4000.0,None,Unknown,HDB,2000,0,Pioneer,6,3,2,90.02,969
3511,3 Bed Condo in Spottiswoode Park,4200.0,105 Spottiswoode Pk Rd ,Lease_99,HDB,1979,2,,-1,3,2,117.99,1270
3512,8 Bed House on Beechwood Terrace,16800.0, Beechwood Grove ,Lease_99,Good_Class_Bungalow,1998,25,,-1,8,9,760.23,8183
3513,1 Bed Condo in Whistler Grand,3000.0,109 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,1,1,40.97,441
3514,2 Bed Condo in Whistler Grand,3500.0,109 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,2,1,47.1,507
3515,1 Bed Condo in Whistler Grand,2500.0,109 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,1,1,27.87,300
3516,2 Bed Condo in Whistler Grand,3800.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,2,1,57.97,624
3517,3 Bed Condo in 38 Jervois,5000.0,38 Jervois Rd ,Freehold,Condominium,2019,10,,-1,3,3,75.99,818
3518,5 Bed House on Mount Sinai Road,6900.0, Mount Sinai Rd ,Unknown,Unknown,0,10,,-1,5,3,278.71,3000
3519,3 Bed Condo in Spottiswoode Park,4200.0,105 Spottiswoode Pk Rd ,Lease_99,HDB,1979,2,,-1,3,2,117.99,1270
3520,3 Bed Condo in Stirling Residences,6500.0,23 Stirling Rd ,Lease_99,HDB,2022,3,,-1,3,3,98.01,1055
3521,1 Bed Condo in Stirling Residences,3200.0,23 Stirling Rd ,Lease_99,HDB,2022,3,,-1,1,1,40.97,441
3522,1 Bed Condo in 1919,3500.0,110 Sophia Rd ,Freehold,Condominium,2015,9,Dhoby Ghaut,6,1,1,54.81,590
3523,3 Bed Condo in Spottiswoode Park,4200.0,105 Spottiswoode Pk Rd ,Lease_99,HDB,1979,2,,-1,3,2,117.99,1270
3524,3 Bed HDB in 273C Punggol Place,3800.0,None,Lease_99,HDB,2013,0,Punggol,3,3,2,92.9,1000
3525,3 Bed Condo in Waterfront Gold,5000.0,750 Bedok Reservoir Rd ,Lease_99,Condominium,2014,16,,-1,3,3,120.03,1292
3526,4 Bed Condo in Lotus at Paya Lebar (East Wing),6177.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,4,2,,1324
3527,Studio Condo in Charleston,1500.0,10 Shanghai Rd ,Freehold,HDB,2002,10,,-1,,1,23.23,250
3528,2 Bed HDB in 24 Marsiling Drive,2700.0,None,Lease_99,HDB,1977,0,,-1,2,2,74.32,800
3529,Studio Condo in City Square Residences,3600.0,12 Kitchener Link ,Freehold,Condominium,2009,8,Farrer Park,5,,1,52.95,570
3530,1 Bed Condo in OUE Twin Peaks,4100.0,33 Leonie Hill Rd ,Lease_99,Condominium,2015,9,,-1,1,1,,549
3531,4 Bed Condo in One Shenton,9300.0,1 Shenton Way ,Lease_99,Condominium,2011,1,Downtown,2,4,4,175.96,1894
3532,1 Bed Condo in Cherryhill,1600.0,21 Lor Lew Lian ,Freehold,Condominium,1994,19,,-1,1,1,9.29,100
3533,3 Bed Condo in Helios Residences,9500.0,15 Cairnhill Circle ,Freehold,HDB,2011,9,,-1,3,3,155.06,1669
3534,1 Bed Condo in Principal Garden,3400.0,97 Prince Charles Cres ,Lease_99,Condominium,2019,3,,-1,1,1,44.97,484
3535,1 Bed Condo in Park Place Residences at Plq,3400.0,6 Paya Lebar Rd ,Lease_99,Condominium,2020,14,Paya Lebar,2,1,1,44.97,484
3536,3 Bed Condo in The Lumos,8500.0,9 Leonie Hill ,Freehold,HDB,2011,9,,-1,3,3,162.95,1754
3537,1 Bed Condo in Lotus at Paya Lebar (East Wing),3318.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,1,1,39.02,420
3538,2 Bed Condo in Lotus at Paya Lebar (East Wing),4680.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,2,2,75.99,818
3539,1 Bed Condo in The Clift,4500.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,45.99,495
3540,1 Bed Condo in Melville Park,2300.0,20 Simei St 1 ,Lease_99,HDB,1996,18,,-1,1,2,46.45,500
3541,3 Bed Condo in Newton Suites,7500.0,60 Newton Rd ,Freehold,HDB,2007,11,Novena,4,3,3,115.01,1238
3542,1 Bed Condo in The Suites @ Central,4500.0,57B Devonshire Rd ,Freehold,Condominium,2009,9,Somerset,3,1,1,65.03,700
3543,1 Bed Condo in The Suites @ Central,5200.0,57A Devonshire Rd ,Freehold,Condominium,2009,9,Somerset,3,1,1,65.03,700
3544,4 Bed Condo in Marina One Residences,25000.0,21 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,4,5,205.87,2216
3545,3 Bed HDB in 470 Choa Chu Kang Avenue 3,3200.0,None,Unknown,HDB,1999,0,,-1,3,3,119.94,1291
3546,1 Bed Condo in Pastoral View,3300.0,7 Bassein Rd ,Freehold,Condominium,1986,11,Novena,7,1,1,57.04,614
3547,3 Room HDB in 380 Clementi Avenue 5,2900.0,None,Unknown,HDB,1980,0,Clementi,5,2,2,67.91,731
3548,3 Bed Condo in Park Colonial,6200.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,90.95,979
3549,2 Bed Condo in Park Colonial,4200.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,58.99,635
3550,2 Bed Condo in Park Colonial,3900.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,56.02,603
3551,2 Bed Condo in UIC Building,6000.0,5 Shenton Way ,Unknown,Condominium,0,1,Downtown,4,2,2,107.02,1152
3552,1 Bed Condo in Jool Suites,2800.0,2 Sing Joo Walk ,Freehold,HDB,2014,8,Farrer Park,4,1,1,,409
3553,1 Bed Condo in The Rochester Residences,4500.0,33 Rochester Dr ,Lease_99,HDB,2011,5,Buona Vista,3,1,1,81.01,872
3554,3 Bed Condo in Emerald Park,4500.0,6 Indus Rd ,Lease_99,Condominium,1993,3,,-1,3,3,109.07,1174
3555,7 Bed House on Beechwood Terrace,14500.0, Beechwood Grove ,Lease_99,Good_Class_Bungalow,1998,25,,-1,7,9,548.13,5900
3556,3 Bed Condo in Palm Grove Condominium,4800.0,19 Palm Grove Ave ,Lease_99,Condominium,2002,19,,-1,3,3,133.97,1442
3557,4 Bed Condo in The Parc Condominium,6800.0,9 West Coast Walk ,Freehold,Condominium,2010,5,,-1,4,4,141.03,1518
3558,3 Room HDB in 229 Pending Road,2700.0,None,Unknown,HDB,1988,0,Pending,1,2,2,72.93,785
3559,5 Bed House on Ocean Drive,35000.0, Ocean Dr ,Unknown,Good_Class_Bungalow,0,4,,-1,5,5,771.09,8300
3560,1 Bed Condo in Pastoral View,3350.0,7 Bassein Rd ,Freehold,HDB,1986,11,Novena,7,1,2,57.04,614
3561,4 Bed House on Blair Plain Conservation Area,15000.0, Blair Rd ,Unknown,Unknown,0,2,,-1,4,5,418.06,4500
3562,1 Bed Condo in Balmoral Plaza,1750.0,271 Bt Timah Rd ,Freehold,Unknown,0,10,,-1,1,1,19.51,210
3563,1 Bed Condo in Scotts Square,4800.0,6 Scotts Rd ,Freehold,HDB,2010,9,Orchard,2,1,1,57.97,624
3564,Studio Condo in Waterview,3499.0,95 Tampines Ave 1 ,Lease_99,Condominium,2014,18,,-1,,1,46.45,500
3565,4 Bed Condo in Alba,14000.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,4,3,213.96,2303
3566,Studio Condo in Waterview,3499.0,95 Tampines Ave 1 ,Lease_99,Condominium,2014,18,,-1,,1,49.24,530
3567,Studio Condo in Waterview,3500.0,95 Tampines Ave 1 ,Lease_99,Condominium,2014,18,,-1,,1,49.15,529
3568,3 Bed Condo in The Summit,4380.0,451 Upp East Coast Rd ,Freehold,Condominium,1994,16,,-1,3,3,115.11,1239
3569,3 Bed Condo in Queens Peak,5300.0,3 Dundee Rd ,Lease_99,Condominium,2020,3,Queenstown,1,3,2,78.97,850
3570,1 Bed Exec Condo in Northoaks,1900.0,32 Woodlands Cres ,Lease_99,Condominium,2000,25,,-1,1,1,92.9,1000
3571,2 Bed Condo in Holland 100,8000.0,100 Holland Rd ,Freehold,HDB,2011,10,,-1,2,2,231.98,2497
3572,5 Bed House on Fong Yun Thai Building,14500.0, Holland Link ,Unknown,Cluster_House,0,10,,-1,5,5,399.48,4300
3573,3 Bed Condo in Stirling Residences,6500.0,21 Stirling Rd ,Lease_99,HDB,2022,3,,-1,3,3,98.01,1055
3574,1 Bed HDB in 812A Choa Chu Kang Avenue 7,900.0,None,Lease_99,HDB,2017,0,,-1,1,,9.29,100
3575,2 Bed Condo in The Sail @ Marina Bay,7300.0,6 Marina Boulevard ,Lease_99,Condominium,2008,1,Downtown,3,2,2,86.96,936
3576,5 Bed House on Princess Of Wales Park,17000.0, Duchess Rd ,Freehold,Good_Class_Bungalow,1980,10,Tan Kah Kee,5,5,5,371.61,4000
3577,2 Bed Condo in Stirling Residences,4500.0,23 Stirling Rd ,Lease_99,HDB,2022,3,,-1,2,2,62.99,678
3578,3 Bed Condo in The Palette,3700.0,103 Pasir Ris Grove ,Lease_99,Condominium,2015,18,,-1,3,2,82.96,893
3579,8 Bed House on Beechwood Terrace,16800.0, Beechwood Grove ,Lease_99,Good_Class_Bungalow,1998,25,,-1,8,10,760.23,8183
3580,2 Bed Condo in Leedon 2,3800.0,2 Leedon Rd ,Freehold,Condominium,1997,10,Holland Village,1,2,2,67.82,730
3581,1 Bed Condo in Scotts Square,4900.0,8 Scotts Rd ,Freehold,Condominium,2010,9,Orchard,2,1,1,57.97,624
3582,Studio Condo in Sundance Vista,2300.0,111 Koon Seng Rd ,Freehold,HDB,2022,15,,-1,,,28.71,309
3583,3 Bed Exec Condo in 1 Canberra,3500.0,19 Canberra Dr ,Lease_99,Condominium,2015,27,,-1,3,2,98.01,1055
3584,2 Bed Condo in Domain 21,4300.0,23 Delta Rd ,Lease_99,Condominium,2007,3,,-1,2,2,85.94,925
3585,3 Bed Condo in Alba,12300.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,3,4,176.98,1905
3586,4 Bed Condo in The Marq On Paterson Hill,35000.0,8 Paterson Hill ,Freehold,Condominium,2011,9,,-1,4,5,286.88,3088
3587,2 Room HDB in 462 Crawford Lane,3400.0,None,Lease_99,HDB,1981,0,Lavender,5,2,2,59.83,644
3588,3 Bed Condo in Rio Vista,4200.0,10 Upp Serangoon View ,Lease_99,Condominium,2004,19,,-1,3,3,115.01,1238
3589,3 Bed Condo in Alba,12500.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,3,4,176.98,1905
3590,1 Bed Condo in The Clift,5300.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,70.98,764
3591,3 Bed Condo in Marina Bay Residences,16000.0,18 Marina Boulevard ,Lease_99,Condominium,2010,1,Downtown,4,3,3,219.99,2368
3592,1 Bed HDB in 126D Edgedale Plains,1300.0,None,Unknown,HDB,2003,0,Coral Edge,1,1,1,18.58,200
3593,4 Bed Condo in The Arcadia,15000.0,235 Arcadia Rd ,Lease_99,Condominium,1983,11,,-1,4,4,353.03,3800
3594,2 Bed Condo in Vivace,4000.0,19 Tong Watt Rd ,Lease_99,HDB,2012,9,,-1,2,1,52.95,570
3595,3 Bed Condo in Banyan Condominium,4700.0,3 Chwee Chian Rd ,Freehold,Condominium,1995,5,Pasir Panjang,5,3,3,173.91,1872
3596,3 Bed HDB in 138A Yuan Ching Road,3600.0,None,Lease_99,HDB,2014,0,,-1,3,2,92.9,1000
3597,3 Bed Condo in Alba,12500.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,3,2,158.03,1701
