,name,price,address,lease_type,house_type,lease_start_year,district_code,near_stat,near_stat_mins,bdrm,bath,sqm,sqft
209,3 Bed Condo in Rio Vista,4200.0,28 Upp Serangoon View ,Lease_99,Unknown,0,19,,-1,3,3,115.01,1238
210,1 Bed Condo in Hillsta,2800.0,66 Phoenix Rd ,Lease_99,Condominium,2016,23,Phoenix,3,1,1,52.95,570
211,1 Bed Condo in Sylvan Lodge,3900.0,143 Holland Rd ,Freehold,Condominium,2006,10,Holland Village,2,1,2,73.95,796
212,1 Bed Condo in Loft @ Rangoon,3500.0,113 Rangoon Rd ,Freehold,Condominium,2013,8,Farrer Park,4,1,1,78.04,840
213,4 Bed Condo in Yong An Park,20000.0,327 River Valley Rd ,Freehold,Condominium,1986,9,,-1,4,5,288.93,3110
214,4 Bed House on Ban Guan Park,9500.0, Greenleaf Pl ,Freehold,Unknown,-1,10,,-1,4,3,334.45,3600
215,7 Bed House on Sembawang Hills Estate,7000.0, Casuarina Rd ,Freehold,Terraced_House,1980,20,,-1,7,2,232.26,2500
216,2 Bed Condo in Claymore Plaza,4800.0,6 Claymore Hill ,Freehold,HDB,1985,9,Orchard,4,2,1,74.04,797
217,5 Room HDB in 360 Tampines Street 34,3000.0,None,Unknown,HDB,1996,0,,-1,3,2,120.77,1300
218,5 Room HDB in 825 Jurong West Street 81,3000.0,None,Unknown,HDB,1993,0,,-1,3,2,128.95,1388
219,2 Bed Condo in Levenue,2900.0,55 Lengkong Empat ,Freehold,Condominium,2016,14,,-1,2,1,44.04,474
220,2 Bed Condo in Mount Faber Lodge,5500.0,27 Mount Faber Rd ,Freehold,Unknown,0,4,Sentosa,5,2,2,115.01,1238
221,1 Bed Condo in Icon,4200.0,10 Gopeng St ,Lease_99,Condominium,2007,2,Tanjong Pagar,2,1,1,65.03,700
222,3 Bed Condo in Spottiswoode Park,4200.0,105 Spottiswoode Pk Rd ,Lease_99,HDB,1979,2,,-1,3,2,117.99,1270
223,2 Bed Condo in Park Colonial,4200.0,6 Woodleigh Lane ,Lease_99,Unknown,0,13,Woodleigh,2,2,1,52.95,570
224,1 Bed Condo in The Scotts Tower,4800.0,38 Scotts Rd ,Unknown,Unknown,0,9,Newton,5,1,1,60.02,646
225,1 Bed Condo in The Cape,3600.0,25 Amber Rd ,Freehold,Unknown,0,15,,-1,1,1,61.04,657
226,3 Bed Condo in The Trilinq,6800.0,28 Jln Lempeng ,Lease_99,Unknown,0,5,,-1,3,2,158.03,1701
227,3 Bed Condo in Beacon Heights,4800.0,8 Mar Thoma Rd ,Lease_99,Condominium,2012,12,,-1,3,2,99.96,1076
228,4 Room HDB in 143 Lorong 2 Toa Payoh,3200.0,None,Lease_99,HDB,2002,0,,-1,3,2,106.93,1151
229,2 Bed Condo in Royalgreen,4500.0,6B Anamalai Ave ,Freehold,Condominium,2022,10,,-1,2,2,61.97,667
230,5 Bed House on Century Woods,7500.0, Woodgrove Walk ,Lease_99,Terraced_House,2002,25,Marsiling,8,5,5,150.04,1615
231,3 Room HDB in 603 Ang Mo Kio Avenue 5,2200.0,None,Lease_99,HDB,1980,0,,-1,2,2,67.82,730
232,3 Bed Condo in Coralis,5800.0,530 Joo Chiat Rd ,Freehold,Unknown,0,15,,-1,3,3,113.99,1227
233,2 Room HDB in 603 Ang Mo Kio Avenue 5,2100.0,None,Lease_99,HDB,1980,0,,-1,2,2,67.82,730
234,4 Bed Condo in Hana,26000.0,8 Tomlinson Rd ,Lease_99,HDB,2013,10,,-1,4,4,328.04,3531
235,6 Bed House on Jalan Bumbong,17000.0, Jln Bumbong ,Unknown,Unknown,0,25,,-1,6,9,743.22,8000
236,3 Room HDB in 603 Ang Mo Kio Avenue 5,2100.0,None,Lease_99,HDB,1980,0,,-1,2,2,66.89,720
237,1 Bed Condo in The Scotts Tower,5500.0,38 Scotts Rd ,Unknown,Unknown,0,9,Newton,5,1,1,61.04,657
238,4 Bed Condo in The Draycott,10000.0,50 Draycott Pk ,Freehold,HDB,1980,10,,-1,4,4,246.19,2650
239,1 Bed House on Lutheran Road,2100.0, Lutheran Rd ,Unknown,Unknown,0,10,,-1,1,1,23.23,250
240,1 Bed Condo in Coliwoo Balestier 320,2450.0,320 Balestier Rd ,Unknown,Unknown,0,12,,-1,1,1,16.72,180
241,1 Bed House on Amber Road,2450.0, Amber Rd ,Unknown,Unknown,0,15,,-1,1,1,16.72,180
242,4 Room HDB in 202 Serangoon Central,3500.0,None,Lease_99,HDB,1985,0,Serangoon,3,3,2,83.98,904
243,2 Bed Condo in Suites @ Eastcoast,3500.0,171 Upp East Coast Rd ,Freehold,Condominium,2014,15,,-1,2,2,104.98,1130
244,3 Bed HDB in 416 Bukit Batok West Avenue 4,3000.0,None,Lease_99,HDB,1987,0,,-1,3,2,105.82,1139
245,2 Bed Condo in The Bencoolen,4300.0,180 Bencoolen St ,Lease_99,Condominium,1998,7,Rochor,3,2,2,83.61,900
246,3 Bed Condo in The Bencoolen,5000.0,180 Bencoolen St ,Lease_99,HDB,1998,7,Rochor,3,3,2,112.51,1211
247,2 Bed Condo in Sunshine Plaza,4000.0,10 Prinsep Link ,Lease_99,Condominium,2001,7,Bras Basah,5,2,2,71.07,765
248,3 Bed Condo in Suites @ Amber,4500.0,30 Amber Rd ,Freehold,Condominium,2011,15,,-1,3,3,,958
249,5 Bed House on University Park,8000.0, University Walk ,Lease_99,Unknown,1997,11,Botanic Gardens,4,5,5,242.94,2615
250,3 Bed Condo in Jui Residences,4980.0,1177 Serangoon Rd ,Freehold,Condominium,2022,12,,-1,3,2,92.9,1000
251,3 Bed Condo in The Club Residences,25000.0,1 The Knolls ,Lease_99,Condominium,999,4,,-1,3,3,221.95,2389
252,3 Bed Condo in The Club Residences,40000.0,1 The Knolls ,Lease_99,Condominium,999,4,,-1,3,,523.97,5640
253,2 Bed Condo in The Bencoolen,3600.0,180 Bencoolen St ,Lease_99,Condominium,1998,7,Rochor,3,2,2,83.61,900
254,1 Bed Condo in Loft @ Stevens,4300.0,68 Stevens Rd ,Freehold,Condominium,2014,10,Stevens,2,1,1,88.07,948
255,4 Bed House on Sembawang Springs Estate,9999.0, Sembawang Rd ,Unknown,Unknown,0,27,,-1,4,5,789.68,8500
256,2 Bed Condo in Lloyd Sixtyfive,9000.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,167.97,1808
257,Studio Condo in JJH Residences,2300.0,2A Wolskel Rd ,Freehold,Condominium,1984,13,Serangoon,5,,1,27.87,300
258,5 Room HDB in 369 Tampines Street 34,3700.0,None,Unknown,HDB,1997,0,,-1,3,2,120.77,1300
259,Studio Condo in 85 SOHO @ Boon Lay,1650.0,31 Boon Lay Dr ,Unknown,Condominium,0,22,,-1,,1,23.23,250
260,2 Bed Condo in Corals At Keppel Bay,5000.0,1 Keppel Bay Dr ,Lease_99,Condominium,2016,4,HarbourFront,6,2,2,80.92,871
261,1 Bed Condo in Q Bay Residences,2800.0,1 Tampines St 86 ,Lease_99,Unknown,0,18,,-1,1,1,48.96,527
262,2 Room HDB in 152 Serangoon North Avenue 1,2600.0,None,Unknown,HDB,1986,0,,-1,2,1,78.97,850
263,3 Bed Condo in Sanctuary Green,6000.0,191 Tg Rhu Rd ,Lease_99,Unknown,0,15,,-1,3,4,147.9,1592
264,1 Bed Condo in Lumiere,4500.0,2 Mistri Rd ,Lease_99,Condominium,2010,2,Tanjong Pagar,3,1,1,61.32,660
265,1 Bed Condo in The Hillier,3000.0,6 Hillview Rise ,Lease_99,Condominium,2016,23,Hillview,4,1,1,57.97,624
266,1 Bed Condo in Royce Residences,2800.0,8 Lor 6 Geylang ,Freehold,Unknown,0,14,,-1,1,1,37.16,400
267,2 Bed Condo in Leedon 2,4000.0,2 Leedon Rd ,Freehold,Unknown,0,10,Holland Village,1,2,2,65.03,700
268,2 Bed Condo in One Jervois,4800.0,3 Jervois Cl ,Freehold,Condominium,2009,10,,-1,2,2,91.97,990
269,5 Bed House on Gentle Road,38000.0, Gentle Rd ,Unknown,Good_Class_Bungalow,0,11,,-1,5,5,550.08,5921
270,Exec HDB in 355 Bukit Batok Street 31,3900.0,None,Lease_99,HDB,1986,0,Bukit Gombak,4,3,3,153.94,1657
271,3 Bed Condo in Gem Residences,5000.0,1 Lor 5 Toa Payoh ,Lease_99,Condominium,2020,12,,-1,3,2,98.01,1055
272,Studio Condo in V On Shenton,3400.0,  ,Lease_99,Unknown,0,1,Downtown,5,,2,40.97,441
273,2 Bed Condo in V On Shenton,5500.0,5A Shenton Way ,Lease_99,Unknown,0,1,Downtown,5,2,2,87.98,947
274,1 Bed Condo in Nineteen Shelford Road,3750.0,19 Shelford Rd ,Freehold,Condominium,1997,11,,-1,1,2,85.01,915
275,1 Bed Condo in Eight Riversuites,3000.0,8 Whampoa East ,Lease_99,Condominium,2016,12,Boon Keng,4,1,1,40.97,441
276,2 Bed Condo in The Clement Canopy,3500.0,18 Clementi Ave 1 ,Lease_99,Condominium,2020,5,,-1,2,1,61.04,657
277,3 Room HDB in 739 Yishun Avenue 5,2700.0,None,Lease_99,HDB,1985,0,Yishun,4,2,2,66.98,721
278,4 Bed Condo in Twentyone Angullia Park,25000.0,21 Angullia Pk ,Freehold,Condominium,2014,9,Orchard,3,4,3,278.71,3000
279,3 Bed Condo in Spring Grove,8800.0,53C Grange Rd ,Lease_99,Condominium,1996,10,,-1,3,3,129.04,1389
280,5 Bed Condo in Nassim Jade,18800.0,3 Nassim Rd ,Freehold,Condominium,1997,10,,-1,5,5,306.58,3300
281,4 Bed House on East Sussex Lane,18000.0, East Sussex Lane ,Unknown,Good_Class_Bungalow,0,10,,-1,4,3,418.06,4500
282,3 Bed Condo in The Scotts Tower,16300.0,  ,Unknown,Condominium,2016,9,Newton,5,3,2,278.99,3003
283,3 Room HDB in 608 Clementi West Street 1,2850.0,None,Unknown,HDB,1979,0,,-1,2,2,67.91,731
284,4 Room HDB in 687A Choa Chu Kang Drive,850.0,None,Unknown,HDB,2002,0,,-1,3,2,89.93,968
285,5 Bed House on University Park,8000.0, University Walk ,Lease_99,Unknown,1997,11,Botanic Gardens,4,5,5,242.94,2615
286,2 Bed Condo in River Place,4600.0,  ,Lease_99,Condominium,2000,3,,-1,2,2,91.04,980
287,Studio Condo in Prestige Heights,2200.0,348 Balestier Rd ,Freehold,Unknown,0,12,,-1,,1,31.03,334
288,4 Bed Condo in River Isles,5500.0,66 Edgedale Plains ,Lease_99,Unknown,0,19,Coral Edge,5,4,3,137.03,1475
289,4 Bed Condo in Signature Park,5000.0,48A Toh Tuck Rd ,Freehold,Unknown,0,21,,-1,4,3,157.94,1700
290,2 Bed Condo in Ang Mo Kio Avenue 1,2800.0, Ang Mo Kio Ave 1 ,Lease_99,Condominium,99,20,,-1,2,2,98.01,1055
291,3 Bed Condo in Alessandrea,5000.0,31 Alexandra Rd ,Freehold,Unknown,0,3,,-1,3,2,,1001
292,Studio Condo in Soho Life,1850.0,216 Joo Chiat Rd ,Unknown,Unknown,0,15,,-1,,1,32.98,355
293,1 Bed Condo in Cardiff Residence,2500.0,101 Cardiff Grove ,Lease_99,Unknown,0,19,Lorong Chuan,6,1,1,39.02,420
294,1 Bed Condo in The Scotts Tower,4800.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,60.02,646
295,1 Bed Condo in The Cape,3700.0,25 Amber Rd ,Freehold,HDB,2014,15,,-1,1,1,52.95,570
296,1 Bed Condo in Riverside 48,4500.0,48 Robertson Quay ,Freehold,HDB,2001,9,,-1,1,2,82.96,893
297,3 Bed Condo in Villa Delle Rose,10500.0,2 Taman Nakhoda ,Freehold,Condominium,1982,10,,-1,3,5,260.13,2800
298,1 Bed Condo in Lotus at Paya Lebar (East Wing),3812.0,11 Paya Lebar Rd ,Freehold,Unknown,0,14,Paya Lebar,4,1,1,39.21,422
299,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,170.94,1840
300,5 Bed House on Ban Guan Park,9800.0, Greenleaf Pl ,Freehold,Unknown,-1,10,,-1,5,4,334.45,3600
301,3 Bed Condo in Ivory Heights,3800.0,122 Jurong East St 13 ,Unknown,Condominium,1993,22,,-1,3,,167.23,1800
302,2 Bed HDB in 156 Yishun Street 11,2600.0,None,Unknown,HDB,1985,0,Yishun,4,2,2,74.32,800
303,4 Bed Condo in Ridgewood Condominium,7000.0,3 Ridgewood Cl ,Lease_99,Condominium,1981,10,Dover,9,4,3,185.99,2002
304,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,028.99,11076
305,1 Bed Condo in The Seawind,3500.0,72 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,1,1,61.04,657
306,5 Bed House on Watercove,9400.0, Wak Hassan Dr ,Freehold,Cluster_House,2019,27,,-1,5,7,315.87,3400
307,4 Room HDB in 1G Cantonment Road,4200.0,None,Lease_99,HDB,2011,0,,-1,3,2,,1001
308,5 Bed House on Clementi Park,15888.0, Sunset Way ,Freehold,Good_Class_Bungalow,1985,21,,-1,5,4,390.19,4200
309,4 Room HDB in 334 Sembawang Close,3600.0,None,Unknown,HDB,1999,0,,-1,3,2,94.95,1022
310,4 Room HDB in 53 Havelock Road,4000.0,None,Lease_99,HDB,2013,0,Tiong Bahru,5,3,2,86.4,930
311,4 Room HDB in 127A Kim Tian Road,4000.0,None,Lease_99,HDB,2013,0,,-1,3,2,89.19,960
312,3 Bed Condo in Pine Grove,5500.0,1F Pine Grove ,Lease_99,Condominium,1984,21,,-1,3,3,164.44,1770
313,4 Bed House on Goldleaf Gardens,8500.0, Lor M Telok Kurau ,Freehold,Unknown,1992,15,,-1,4,4,260.13,2800
314,2 Bed Condo in Beacon Heights,4500.0,8 Mar Thoma Rd ,Lease_99,HDB,2012,12,,-1,2,2,86.03,926
315,4 Room HDB in 314A Anchorvale Link,3000.0,None,Lease_99,HDB,2003,0,Tongkang,5,3,2,91.97,990
316,3 Bed Condo in Heritage View,5555.0,8 Dover Rise ,Lease_99,Condominium,2000,5,,-1,3,3,108.6,1169
317,1 Bed Condo in Parc Botannia,2800.0,18 Fernvale St ,Lease_99,Condominium,2022,28,Thanggam,1,1,1,47.01,506
318,1 Bed Condo in Laurel Tree,2900.0,42 Hillview Terrace ,Freehold,Condominium,2016,23,,-1,1,1,43.01,463
319,3 Room HDB in 82 Commonwealth Close,2700.0,None,Lease_99,HDB,1967,0,Commonwealth,4,2,2,5.85,63
320,5 Bed House on Holland Grove,13500.0, Holland Grove View ,Lease_99,Good_Class_Bungalow,1997,10,Dover,4,5,4,371.61,4000
321,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,3,278.99,3003
322,4 Bed Condo in Cairnhill Crest,10000.0,6 Cairnhill Circle ,Freehold,Condominium,2004,9,,-1,4,3,,1733
323,3 Bed Condo in D'nest,4400.0,139 Pasir Ris Grove ,Lease_99,Unknown,0,18,,-1,3,2,87.98,947
324,2 Bed Condo in Sixteen35 Residences,3800.0,16 Lor 35 Geylang ,Lease_99,Unknown,0,14,,-1,2,2,58.99,635
325,1 Bed Condo in Marina One Residences,5000.0,23 Marina Way ,Lease_99,Unknown,0,1,Marina Bay,2,1,1,69.96,753
326,1 Bed Condo in The Hyde,3800.0,11 Balmoral Rd ,Freehold,Unknown,0,10,,-1,1,1,45.99,495
327,Studio House on Lutheran Road,1800.0, Lutheran Rd ,Unknown,Cluster_House,0,10,,-1,,1,23.23,250
328,3 Bed Condo in The Springbloom,5000.0,139 Serangoon Ave 3 ,Lease_99,Condominium,1999,19,Lorong Chuan,1,3,2,134.99,1453
329,2 Bed Condo in Centro Residences,4700.0,59 Ang Mo Kio Ave 8 ,Lease_99,Unknown,0,20,Ang Mo Kio,1,2,2,134.99,1453
330,2 Bed Condo in Lotus at Paya Lebar (West Wing),4900.0,25 Lor 41 Geylang ,Freehold,Unknown,0,14,Paya Lebar,4,2,1,75.99,818
331,3 Bed Condo in Lake Grande,4500.0,2 Jurong Lake Link ,Lease_99,Condominium,2020,22,Lakeside,5,3,2,86.03,926
332,5 Room HDB in 539 Ang Mo Kio Avenue 10,3200.0,None,Lease_99,HDB,1980,0,,-1,3,2,117.99,1270
333,4 Bed Condo in Ardmore Residence,38000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,5,295.99,3186
334,5 Room HDB in 120B Edgedale Plains,3300.0,None,Lease_99,HDB,2017,0,Meridian,4,3,2,112.88,1215
335,3 Bed House on Chancery Grove,6600.0, Chancery Lane ,Freehold,Townhouse,1996,11,,-1,3,3,209.03,2250
336,1 Bed Condo in The Seawind,3500.0,76 Lor M Telok Kurau ,Freehold,Unknown,0,15,,-1,1,1,61.04,657
337,4 Bed Condo in Lotus at Paya Lebar (East Wing),6100.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,4,2,123.1,1325
338,1 Bed Condo in Le Regal,2100.0,  ,Freehold,HDB,2015,14,,-1,1,1,,366
339,4 Bed Condo in Marina Bay Residences,60000.0,18 Marina Boulevard ,Lease_99,Unknown,0,1,Downtown,4,4,5,369.01,3972
340,4 Bed Condo in Marina Bay Residences,25000.0,18 Marina Boulevard ,Lease_99,Unknown,0,1,Downtown,4,4,5,220.46,2373
341,3 Bed Condo in Spring Grove,8800.0,53A Grange Rd ,Lease_99,Unknown,0,10,,-1,3,3,129.04,1389
342,4 Bed Condo in One Shenton,80000.0,1 Shenton Way ,Lease_99,Condominium,2011,1,Downtown,2,4,6,844.02,9085
343,4 Bed Condo in Marina Bay Residences,60000.0,18 Marina Boulevard ,Lease_99,Condominium,2010,1,Downtown,4,4,5,369.01,3972
344,2 Bed Condo in The Metropolitan Condominium,5000.0,8 Alexandra View ,Lease_99,Condominium,2009,3,Redhill,1,2,1,73.02,786
345,3 Bed Condo in The Bencoolen,5000.0,180 Bencoolen St ,Lease_99,HDB,1998,7,Rochor,3,3,2,111.58,1201
346,3 Bed Condo in The Bencoolen,5000.0,180 Bencoolen St ,Lease_99,Condominium,1998,7,Rochor,3,3,2,102.19,1100
347,2 Bed Condo in Sky Green,3800.0,  ,Freehold,Condominium,2015,13,Tai Seng,5,2,2,74.04,797
348,4 Bed House on Emerald Hill Conservation Area,20000.0, Saunders Rd ,Freehold,Unknown,-1,9,Somerset,5,4,4,357.21,3845
349,3 Room HDB in 77 Bedok North Road,2700.0,None,Unknown,HDB,1986,0,,-1,2,2,634.99,6835
350,3 Room HDB in 77 Bedok North Road,2700.0,None,Unknown,HDB,1986,0,,-1,2,2,634.99,6835
351,3 Bed Condo in The Lakefront Residences,4800.0,48 Lakeside Dr ,Lease_99,Unknown,0,22,Lakeside,2,3,3,103.03,1109
352,5 Bed House on Eastwood Place,9000.0, Eastwood Pl ,Unknown,Unknown,0,16,,-1,5,5,418.06,4500
353,2 Bed Condo in Nin Residence,5000.0,83 Pheng Geck Ave ,Lease_99,Condominium,2014,13,Potong Pasir,2,2,2,,1733
354,3 Bed Condo in Park Colonial,6400.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,90.95,979
355,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,028.99,11076
356,1 Bed Condo in 8 @ Woodleigh,3500.0,8 Woodleigh Cl ,Lease_99,Unknown,0,13,Woodleigh,5,1,1,43.01,463
357,3 Bed Condo in Newton Suites,6500.0,60 Newton Rd ,Freehold,Condominium,2007,11,Novena,4,3,3,115.01,1238
358,6 Bed House on Serangoon Garden Estate,15000.0, Serangoon Garden Way ,Unknown,Unknown,0,19,,-1,6,7,390.19,4200
359,5 Room HDB in 681B Jurong West Central 1,3600.0,None,Unknown,HDB,2000,0,,-1,3,2,113.9,1226
360,3 Bed House on Jalan Kembangan,3800.0, Jln Kembangan ,Unknown,Unknown,0,14,,-1,3,1,85.47,920
361,5 Bed House on Watercove,9000.0, Wak Hassan Dr ,Freehold,Cluster_House,2019,27,,-1,5,6,310.85,3346
362,5 Room HDB in 794 Woodlands Drive 72,3450.0,None,Lease_99,HDB,1998,0,Admiralty,5,3,2,120.96,1302
363,2 Bed Condo in The Lakefront Residences,4300.0,42 Lakeside Dr ,Lease_99,Condominium,2014,22,Lakeside,2,2,2,,1184
364,1 Bed Condo in Rezi 3two,2500.0,48 Lor 32 Geylang ,Freehold,Unknown,0,14,Dakota,6,1,1,44.04,474
365,3 Room HDB in 9 Holland Avenue,3300.0,None,Lease_99,HDB,1974,0,,-1,3,2,64.94,699
366,2 Bed Condo in Crystal Court,5300.0,456 River Valley Rd ,Freehold,HDB,1988,10,,-1,2,2,142.05,1529
367,1 Bed Condo in Seaside Residences,3800.0,18 Siglap Link ,Lease_99,HDB,2021,15,,-1,1,1,52.03,560
368,3 Bed Condo in Park Colonial,6500.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,90.95,979
369,4 Room HDB in 754 Yishun Street 72,3200.0,None,Unknown,HDB,1985,0,Yishun,4,3,2,83.89,903
370,4 Bed Condo in Thomson Grand,10500.0,43 Sin Ming Walk ,Lease_99,Unknown,0,20,,-1,4,5,493.97,5317
371,4 Bed House on Mandarin Park,8800.0, Yuk Tong Ave ,Freehold,Terraced_House,1972,21,,-1,4,3,232.26,2500
372,2 Bed Condo in The Trilinq,3800.0,28B Jln Lempeng ,Lease_99,Condominium,2017,5,,-1,2,2,103.03,1109
373,3 Room HDB in 424 Bedok North Avenue 1,2700.0,None,Lease_99,HDB,1979,0,,-1,2,2,68.28,735
374,2 Bed Condo in 7 On Chapel,11000.0,7 Chapel Rd ,Freehold,HDB,2014,15,,-1,2,3,246.01,2648
375,1 Bed Condo in The Seawind,3500.0,86 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,1,1,61.04,657
376,1 Bed Condo in Katong Regency,3800.0,17 Tg Katong Rd ,Freehold,Unknown,0,15,Paya Lebar,5,1,1,52.03,560
377,4 Bed House on Radiance @ Bukit Timah,11000.0, Yuk Tong Ave ,Freehold,Cluster_House,2010,21,,-1,4,5,447.98,4822
378,1 Bed Condo in The Alps Residences,2700.0,107 Tampines St 86 ,Lease_99,Condominium,2020,18,,-1,1,1,47.01,506
379,1 Bed Condo in The Cape,3600.0,25 Amber Rd ,Freehold,Unknown,0,15,,-1,1,1,52.95,570
380,3 Bed Condo in Sturdee Residences,5000.0,10 Beatty Rd ,Lease_99,Condominium,2020,8,,-1,3,2,77.02,829
381,1 Bed Condo in Park Colonial,2999.0,8 Woodleigh Lane ,Lease_99,Unknown,0,13,Woodleigh,2,1,1,43.11,464
382,5 Bed House on Greenwood Mews,10000.0, Greenwood Ave ,Unknown,Cluster_House,2016,11,,-1,5,5,294.97,3175
383,3 Bed House on Parry Park,5000.0, Parry Terrace ,Lease_99,Terraced_House,1991,19,,-1,3,2,195.1,2100
384,4 Bed Condo in Cityvista Residences,14000.0,21 Peck Hay Rd ,Freehold,HDB,2011,9,Newton,5,4,4,243.96,2626
385,2 Bed Condo in Holland 100,8000.0,100 Holland Rd ,Freehold,Condominium,2011,10,,-1,2,2,231.61,2493
386,2 Bed Condo in Park Colonial,3550.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,58.99,635
387,3 Bed Condo in Orchard Scotts,9500.0,7 Anthony Rd ,Lease_99,Condominium,2007,9,Newton,4,3,4,153.01,1647
388,1 Bed Condo in The Sail @ Marina Bay,4000.0,2 Marina Boulevard ,Lease_99,Condominium,2008,1,Downtown,3,1,1,61.04,657
389,1 Bed Condo in The Clift,5050.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,1,1,69.96,753
390,2 Bed Condo in Altez,7900.0,16 Enggor St ,Lease_99,Condominium,2014,2,Tanjong Pagar,3,2,2,103.03,1109
391,Studio House on Amber Road,2800.0, Amber Rd ,Unknown,Cluster_House,0,15,,-1,,1,23.23,250
392,2 Bed Exec Condo in Citylife @ Tampines,3600.0,67 Tampines Ctrl 7 ,Lease_99,Condominium,2016,18,,-1,2,2,83.61,900
393,3 Bed Condo in Spring Grove,8800.0,53C Grange Rd ,Lease_99,Condominium,1996,10,,-1,3,3,129.04,1389
394,1 Bed Condo in The Clift,4650.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,1,1,73.02,786
395,5 Room HDB in 726 Tampines Street 71,3500.0,None,Lease_99,HDB,1997,0,,-1,3,2,,1184
396,5 Bed House on Faber Hills,18000.0, Faber Pk ,Freehold,Good_Class_Bungalow,1970,5,,-1,5,5,557.51,6001
397,5 Room HDB in 316 Sembawang Vista,3300.0,None,Unknown,HDB,1999,0,Sembawang,4,3,2,121.98,1313
398,2 Bed Condo in Lotus at Paya Lebar (East Wing),4678.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,2,2,75.99,818
399,2 Bed Condo in Lotus at Paya Lebar (East Wing),5464.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,2,2,113.99,1227
400,1 Bed Condo in Lotus at Paya Lebar (East Wing),4414.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,1,1,70.98,764
401,4 Bed Condo in Lotus at Paya Lebar (East Wing),6177.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,4,,,1324
402,5 Room HDB in 109 Mcnair Road,4700.0,None,Lease_99,HDB,1987,0,Boon Keng,5,2,2,111.48,1200
403,3 Room HDB in 432 Clementi Avenue 3,3100.0,None,Unknown,HDB,1978,0,Clementi,4,2,2,74.32,800
404,5 Room HDB in 723 Tampines Street 72,2600.0,None,Lease_99,HDB,1997,0,,-1,3,,,1184
405,3 Bed Condo in Nature Mansions,3800.0,52 Lor K Telok Kurau ,Freehold,HDB,2003,15,,-1,3,3,113.06,1217
406,2 Bed Condo in The Garden Residences,3888.0,1 Serangoon Nth View ,Lease_99,Unknown,0,19,,-1,2,1,57.04,614
407,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,9,028.99,11076
408,4 Bed House on Thomson Garden Estate,6999.0, Jln Pintau ,Freehold,Unknown,1998,20,,-1,4,2,278.71,3000
409,5 Room HDB in 335C Anchorvale Crescent,3600.0,None,Lease_99,HDB,2015,0,,-1,3,2,114.92,1237
410,2 Bed Condo in Lloyd Sixtyfive,9000.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,168.34,1812
411,Studio House on Little India Conservation Area,2300.0, Jln Besar ,Unknown,Unknown,0,8,Rochor,3,,1,19.51,210
412,4 Bed Condo in The Interlace,8800.0,204 Depot Rd ,Lease_99,Unknown,0,4,,-1,4,3,213.68,2300
413,5 Bed House on Kimsia Park,13000.0, Jln Lada Puteh ,Freehold,Terraced_House,-1,9,Orchard,3,5,5,241.55,2600
414,2 Bed Condo in Park Colonial,4800.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,75.99,818
415,Studio Condo in Lotus at Paya Lebar (East Wing),3370.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,,1,39.21,422
416,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,3,167.97,1808
417,1 Bed Condo in Lotus at Paya Lebar (West Wing),4250.0,17 Lor 41 Geylang ,Freehold,Unknown,0,14,Paya Lebar,4,1,1,70.98,764
